,div,Integer,Integer,n,Integer,x,,:div16_s_s__s,,,hl,de,hl,a;f;b;c;d;e;h;l,nc_overflow,,,,,
,div,Integer,Word,n,Integer,x,,:div16_s_u__s,,,hl,de,hl,a;f;b;c;d;e;h;l,nc_overflow,,,,,
,div,Word,Integer,n,Integer,x,,:div16_u_s__s,,,hl,de,hl,a;f;b;c;d;e;h;l,nc_overflow,,,,,
,div,Integer,Word,n,Word,x,,:div16_s_u__u,,,hl,de,hl,a;f;b;c;d;e;h;l,nc_overflow,,,,,
,div,Word,Integer,n,Word,x,,:div16_u_s__u,,,hl,de,hl,a;f;b;c;d;e;h;l,nc_overflow,,,,,
,,,,,,,,,,,,,,,,,,,,
,mod,Byte,Byte,n,Byte,x,,:div8_c_d__c_a,,,c,d,a,a;f;b;c,empty,,,,,
,mod,Word,Word,n,Word,x,,:div16_u_u__u,,,hl,de,de,a;f;b;c;d;e;h;l,empty,,,,,
,mod,Integer,Integer,n,Integer,x,,:mod16_s_s__s,,,hl,de,hl,a;f;b;c;d;e;h;l,empty,,,,,
,mod,Integer,Word,n,Integer,x,,:mod16_s_u__s,,,hl,de,hl,a;f;b;c;d;e;h;l,empty,,,,,
,mod,Word,Integer,n,Integer,x,,:mod16_u_s__s,,,hl,de,de,a;f;b;c;d;e;h;l,empty,,,,,
,mod,Integer,Word,n,Word,x,,:mod16_s_u__u,,,hl,de,hl,a;f;b;c;d;e;h;l,nc_overflow,,,,,
,mod,Word,Integer,n,Word,x,,:mod16_u_s__u,,,hl,de,de,a;f;b;c;d;e;h;l,nc_overflow,,,,,
,,,,,,,,,,,,,,,,,,,,
,shl,Byte,Byte,n,LType,x,,:left_shift_8_by_8,,,a,b,a,,,,,,,This is crying out for optimised routines for constant shift values
,shl,Byte,Int8,n,LType,x,,:left_shift_8_by_8,,,a,b,a,,,,,,,
,shl,Byte,Word,n,LType,x,,:left_shift_8_by_16,,,a,bc,a,,,,,,,
,shl,Byte,Integer,n,LType,x,,:left_shift_8_by_16,,,a,bc,a,,,,,,,
,shl,Int8,Byte,n,LType,x,,:left_shift_8_by_8,,,a,b,a,,,,,,,
,shl,Int8,Int8,n,LType,x,,:left_shift_8_by_8,,,a,b,a,,,,,,,
,shl,Int8,Word,n,LType,x,,:left_shift_8_by_16,,,a,bc,a,,,,,,,
,shl,Int8,Integer,n,LType,x,,:left_shift_8_by_16,,,a,bc,a,,,,,,,
,shl,Integer,Byte,n,LType,x,,:left_shift_16_by_8,,,hl,b,hl,,,,,,,
,shl,Integer,Int8,n,LType,x,,:left_shift_16_by_8,,,hl,b,hl,,,,,,,
,shl,Integer,Word,n,LType,x,,:left_shift_16_by_16,,,hl,bc,hl,,,,,,,
,shl,Integer,Integer,n,LType,x,,:left_shift_16_by_16,,,hl,bc,hl,,,,,,,
,shl,Word,Byte,n,LType,x,,:left_shift_16_by_8,,,hl,b,hl,,,,,,,
,shl,Word,Int8,n,LType,x,,:left_shift_16_by_8,,,hl,b,hl,,,,,,,
,shl,Word,Integer,n,LType,x,,:left_shift_16_by_16,,,hl,bc,hl,,,,,,,
,shl,Word,Word,n,LType,x,,:left_shift_16_by_16,,,hl,bc,hl,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,shr,Byte,Byte,n,LType,x,,:right_shift_8_by_8,,,a,b,a,,,,,,,
,shr,Byte,Int8,n,LType,x,,:right_shift_8_by_8,,,a,b,a,,,,,,,
,shr,Byte,Word,n,LType,x,,:right_shift_8_by_16,,,a,bc,a,,,,,,,
,shr,Byte,Integer,n,LType,x,,:right_shift_8_by_16,,,a,bc,a,,,,,,,
,shr,Int8,Byte,n,LType,x,,:right_shift_8_by_8,,,a,b,a,,,,,,,
,shr,Int8,Int8,n,LType,x,,:right_shift_8_by_8,,,a,b,a,,,,,,,
,shr,Int8,Word,n,LType,x,,:right_shift_8_by_16,,,a,bc,a,,,,,,,
,shr,Int8,Integer,n,LType,x,,:right_shift_8_by_16,,,a,bc,a,,,,,,,
,shr,Integer,Byte,n,LType,x,,:right_shift_16_by_8,,,hl,b,hl,,,,,,,
,shr,Integer,Int8,n,LType,x,,:right_shift_16_by_8,,,hl,b,hl,,,,,,,
,shr,Integer,Word,n,LType,x,,:right_shift_16_by_16,,,hl,bc,hl,,,,,,,
,shr,Integer,Integer,n,LType,x,,:right_shift_16_by_16,,,hl,bc,hl,,,,,,,
,shr,Word,Byte,n,LType,x,,:right_shift_16_by_8,,,hl,b,hl,,,,,,,
,shr,Word,Int8,n,LType,x,,:right_shift_16_by_8,,,hl,b,hl,,,,,,,
,shr,Word,Integer,n,LType,x,,:right_shift_16_by_16,,,hl,bc,hl,,,,,,,
,shr,Word,Word,n,LType,x,,:right_shift_16_by_16,,,hl,bc,hl,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(Empty columns for formatting),,,,,,,,,,,,
;,,----Primitive Selection----,,,,----Primitive Data----,,,,,,,,,,Optimised range checks for type conversions,,,,
;,Operation,Ltype,Rtype,Commutative,ResultType,Validation,Flags,Proc/Fragment/Subroutine,,,Lregs,Rregs,ResultRegs,Corrupts,OverflowCheck,Int8,Byte,Integer,Word,Notes
,equal,Byte,Byte,y,<Flag>,x,,compare8_reg_imm,,,,,zf,,empty,,,,,For branches - only sets flag
,equal,Byte,Byte,y,<Flag>,x,,compare8_reg_reg,,,,,zf,,empty,,,,,For branches - only sets flag
,equal,Byte,Byte,y,Boolean,x,,sub8_reg_imm,,,,,zfa,,empty,,,,,zfa: sets z flag and a <> 0
,equal,Byte,Byte,y,Boolean,x,,sub8_reg_reg,,,,,zfa,,empty,,,,,zfa: sets z flag and a <> 0
,equal,Int8,Int8,y,<Flag>,x,,compare8_reg_imm,,,,,zf,,empty,,,,,For branches - only sets flag
,equal,Int8,Int8,y,<Flag>,x,,compare8_reg_reg,,,,,zf,,empty,,,,,For branches - only sets flag
,equal,Int8,Int8,y,Boolean,x,,sub8_reg_imm,,,,,zfa,,empty,,,,,zfa: sets z flag and a <> 0
,equal,Int8,Int8,y,Boolean,x,,sub8_reg_reg,,,,,zfa,,empty,,,,,zfa: sets z flag and a <> 0
,equal,Word,Word,y,<Flag>,x,,:compare_u16,,,hl,de,zf,a;f,empty,,,,,
,equal,Word,Word,y,Boolean,x,,:compare_u16,,,hl,de,zf,a;f,empty,,,,,
,equal,Integer,Integer,y,<Flag>,x,,:compare_u16,,,hl,de,zf,a;f,empty,,,,,
,equal,Integer,Integer,y,Boolean,x,,:compare_u16,,,hl,de,zf,a;f,empty,,,,,
,equal,Word,Integer,y,<Flag>,x,,:equal_m16,,,hl,de,zf,a;h;l;f,empty,,,,,
,equal,Integer,Word,y,<Flag>,x,,:equal_m16,,,hl,de,zf,a;h;l;f,empty,,,,,
,equal,Word,Integer,y,Boolean,x,,:equal_m16,,,hl,de,zf,a;h;l;f,empty,,,,,
,equal,Integer,Word,y,Boolean,x,,:equal_m16,,,hl,de,zf,a;h;l;f,empty,,,,,
,equal,Boolean,Boolean,y,<Flag>,x,,xor8_reg_imm,,,,,zf,,empty,,,,,
,equal,Boolean,Boolean,y,<Flag>,x,,xor8_reg_reg,,,,,zf,,empty,,,,,
,equal,Boolean,Boolean,y,Boolean,x,,xor8_reg_imm,,,,,cpla,,empty,,,,,Result in complement (invert) of A
,equal,Boolean,Boolean,y,Boolean,x,,xor8_reg_reg,,,,,cpla,,empty,,,,,Result in complement (invert) of A
,equal,Char,Char,y,<Flag>,x,,compare8_reg_imm,,,,,zf,,empty,,,,,For branches - only sets flag
,equal,Char,Char,y,<Flag>,x,,compare8_reg_reg,,,,,zf,,empty,,,,,For branches - only sets flag
,equal,Char,Char,y,Boolean,x,,sub8_reg_imm,,,,,zfa,,empty,,,,,zfa: sets z flag and a <> 0
,equal,Char,Char,y,Boolean,x,,sub8_reg_reg,,,,,zfa,,empty,,,,,zfa: sets z flag and a <> 0
,,,,,,,,,,,,,,,,,,,,
,notequal,Byte,Byte,y,<Flag>,x,,compare8_reg_imm,,,,,nzf,,empty,,,,,For branches - only sets flag
,notequal,Byte,Byte,y,<Flag>,x,,compare8_reg_reg,,,,,nzf,,empty,,,,,For branches - only sets flag
,notequal,Byte,Byte,y,Boolean,x,,sub8_reg_imm,,,,,nzfa,,empty,,,,,nzfa: sets z flag and a = 0
,notequal,Byte,Byte,y,Boolean,x,,sub8_reg_reg,,,,,nzfa,,empty,,,,,nzfa: sets z flag and a = 0
,notequal,Int8,Int8,y,<Flag>,x,,compare8_reg_imm,,,,,nzf,,empty,,,,,For branches - only sets flag
,notequal,Int8,Int8,y,<Flag>,x,,compare8_reg_reg,,,,,nzf,,empty,,,,,For branches - only sets flag
,notequal,Int8,Int8,y,Boolean,x,,sub8_reg_imm,,,,,nzfa,,empty,,,,,nzfa: sets z flag and a = 0
,notequal,Int8,Int8,y,Boolean,x,,sub8_reg_reg,,,,,nzfa,,empty,,,,,nzfa: sets z flag and a = 0
,notequal,Word,Word,y,<Flag>,x,,:compare_u16,,,hl,de,nzf,a;f,empty,,,,,
,notequal,Word,Word,y,Boolean,x,,:compare_u16,,,hl,de,nzf,a;f,empty,,,,,
,notequal,Integer,Integer,y,<Flag>,x,,:compare_u16,,,hl,de,nzf,a;f,empty,,,,,
,notequal,Integer,Integer,y,Boolean,x,,:compare_u16,,,hl,de,nzf,a;f,empty,,,,,
,notequal,Word,Integer,y,<Flag>,x,,:equal_m16,,,hl,de,nzf,a;h;l;f,empty,,,,,
,notequal,Integer,Word,y,<Flag>,x,,:equal_m16,,,hl,de,nzf,a;h;l;f,empty,,,,,
,notequal,Word,Integer,y,Boolean,x,,:equal_m16,,,hl,de,nzf,a;h;l;f,empty,,,,,
,notequal,Integer,Word,y,Boolean,x,,:equal_m16,,,hl,de,nzf,a;h;l;f,empty,,,,,
,notequal,Boolean,Boolean,y,<Flag>,x,,xor8_reg_imm,,,,,nzf,,empty,,,,,
,notequal,Boolean,Boolean,y,<Flag>,x,,xor8_reg_reg,,,,,nzf,,empty,,,,,
,notequal,Boolean,Boolean,y,Boolean,x,,xor8_reg_imm,,,,,a,,empty,,,,,Result in A
,notequal,Boolean,Boolean,y,Boolean,x,,xor8_reg_reg,,,,,a,,empty,,,,,Result in A
,notequal,Char,Char,y,<Flag>,x,,compare8_reg_imm,,,,,nzf,,empty,,,,,For branches - only sets flag
,notequal,Char,Char,y,<Flag>,x,,compare8_reg_reg,,,,,nzf,,empty,,,,,For branches - only sets flag
,notequal,Char,Char,y,Boolean,x,,sub8_reg_imm,,,,,nzfa,,empty,,,,,nzfa: sets z flag and a = 0
,notequal,Char,Char,y,Boolean,x,,sub8_reg_reg,,,,,nzfa,,empty,,,,,nzfa: sets z flag and a = 0
,,,,,,,,,,,,,,,,,,,,
,less,Byte,Byte,n,<Flag>,x,,compare8_reg_imm,,,,,cf,,empty,,,,,For branches - only sets flag
,less,Byte,Byte,n,<Flag>,x,,compare8_reg_reg,,,,,cf,,empty,,,,,For branches - only sets flag
,less,Byte,Byte,n,Boolean,x,,compare8_reg_imm,,,,,cf,,empty,,,,,
,less,Byte,Byte,n,Boolean,x,,compare8_reg_reg,,,,,cf,,empty,,,,,
,less,Word,Word,n,<Flag>,x,,:compare_u16,,,hl,de,cf,a;f,empty,,,,,
,less,Word,Word,n,Boolean,x,,:compare_u16,,,hl,de,cf,a;f,empty,,,,,
,less,Integer,Integer,n,<Flag>,x,,:compare_s16,,,hl,de,cf,a;f,empty,,,,,
,less,Integer,Integer,n,Boolean,x,,:compare_s16,,,hl,de,cf,a;f,empty,,,,,
,less,Word,Integer,n,<Flag>,x,,:compare_u16_s16,,,hl,de,cf,a;h;l;f,empty,,,,,
,less,Word,Integer,n,Boolean,x,,:compare_u16_s16,,,hl,de,cf,a;h;l;f,empty,,,,,
,less,Integer,Word,n,<Flag>,x,,:compare_s16_u16,,,hl,de,cf,a;h;l;f,empty,,,,,
,less,Integer,Word,n,Boolean,x,,:compare_s16_u16,,,hl,de,cf,a;h;l;f,empty,,,,,
,less,Boolean,Boolean,n,<Flag>,x,,compare8_reg_imm,,,,,cf,,empty,,,,,
,less,Boolean,Boolean,n,<Flag>,x,,compare8_reg_reg,,,,,cf,,empty,,,,,
,less,Boolean,Boolean,n,Boolean,x,,bool_less8_reg_imm,,,,,a,,empty,,,,,Result in A
,less,Boolean,Boolean,n,Boolean,x,,bool_less8_reg_reg,,,,,a,,empty,,,,,Result in A
,less,Char,Char,n,<Flag>,x,,compare8_reg_imm,,,,,cf,,empty,,,,,For branches - only sets flag
,less,Char,Char,n,<Flag>,x,,compare8_reg_reg,,,,,cf,,empty,,,,,For branches - only sets flag
,less,Char,Char,n,Boolean,x,,compare8_reg_imm,,,,,cf,,empty,,,,,
,less,Char,Char,n,Boolean,x,,compare8_reg_reg,,,,,cf,,empty,,,,,
,,,,,,,,,,,,,,,,,,,,
,greaterequal,Byte,Byte,n,<Flag>,x,,compare8_reg_imm,,,,,ncf,,empty,,,,,For branches - only sets flag
,greaterequal,Byte,Byte,n,<Flag>,x,,compare8_reg_reg,,,,,ncf,,empty,,,,,For branches - only sets flag
,greaterequal,Byte,Byte,n,Boolean,x,,compare8_reg_imm,,,,,ncf,,empty,,,,,
,greaterequal,Byte,Byte,n,Boolean,x,,compare8_reg_reg,,,,,ncf,,empty,,,,,
,greaterequal,Word,Word,n,<Flag>,x,,:compare_u16,,,hl,de,ncf,a;f,empty,,,,,
,greaterequal,Word,Word,n,Boolean,x,,:compare_u16,,,hl,de,ncf,a;f,empty,,,,,
,greaterequal,Integer,Integer,n,<Flag>,x,,:compare_s16,,,hl,de,ncf,a;f,empty,,,,,
,greaterequal,Integer,Integer,n,Boolean,x,,:compare_s16,,,hl,de,ncf,a;f,empty,,,,,
,greaterequal,Word,Integer,n,<Flag>,x,,:compare_u16_s16,,,hl,de,ncf,a;h;l;f,empty,,,,,
,greaterequal,Word,Integer,n,Boolean,x,,:compare_u16_s16,,,hl,de,ncf,a;h;l;f,empty,,,,,
,greaterequal,Integer,Word,n,<Flag>,x,,:compare_s16_u16,,,hl,de,ncf,a;h;l;f,empty,,,,,
,greaterequal,Integer,Word,n,Boolean,x,,:compare_s16_u16,,,hl,de,ncf,a;h;l;f,empty,,,,,
,greaterequal,Boolean,Boolean,n,<Flag>,x,,compare8_reg_imm,,,,,ncf,,empty,,,,,
,greaterequal,Boolean,Boolean,n,<Flag>,x,,compare8_reg_reg,,,,,ncf,,empty,,,,,
,greaterequal,Boolean,Boolean,n,Boolean,x,,bool_greaterequal8_reg_imm,,,,,a,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2"
,greaterequal,Boolean,Boolean,n,Boolean,x,,bool_greaterequal8_reg_reg,,,,,a,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2"
,greaterequal,Char,Char,n,<Flag>,x,,compare8_reg_imm,,,,,ncf,,empty,,,,,For branches - only sets flag
,greaterequal,Char,Char,n,<Flag>,x,,compare8_reg_reg,,,,,ncf,,empty,,,,,For branches - only sets flag
,greaterequal,Char,Char,n,Boolean,x,,compare8_reg_imm,,,,,ncf,,empty,,,,,
,greaterequal,Char,Char,n,Boolean,x,,compare8_reg_reg,,,,,ncf,,empty,,,,,
,,,,,,,,,,,,,,,,,,,,
,greater,Byte,Byte,n,<Flag>,x,,compare8swap_reg_imm,,,,,cf,,empty,,,,,For branches - only sets flag
,greater,Byte,Byte,n,<Flag>,x,,compare8swap_reg_reg,,,,,cf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2"
,greater,Byte,Byte,n,Boolean,x,,compare8swap_reg_imm,,,,,cf,,empty,,,,,
,greater,Byte,Byte,n,Boolean,x,,compare8swap_reg_reg,,,,,cf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2"
,greater,Word,Word,n,<Flag>,x,,:compare_u16,,,de,hl,cf,a;f,empty,,,,,
,greater,Word,Word,n,Boolean,x,,:compare_u16,,,de,hl,cf,a;f,empty,,,,,
,greater,Integer,Integer,n,<Flag>,x,,:compare_s16,,,de,hl,cf,a;f,empty,,,,,
,greater,Integer,Integer,n,Boolean,x,,:compare_s16,,,de,hl,cf,a;f,empty,,,,,
,greater,Word,Integer,n,<Flag>,x,,:compare_s16_u16,,,de,hl,cf,a;h;l;f,empty,,,,,
,greater,Word,Integer,n,Boolean,x,,:compare_s16_u16,,,de,hl,cf,a;h;l;f,empty,,,,,
,greater,Integer,Word,n,<Flag>,x,,:compare_u16_s16,,,de,hl,cf,a;h;l;f,empty,,,,,
,greater,Integer,Word,n,Boolean,x,,:compare_u16_s16,,,de,hl,cf,a;h;l;f,empty,,,,,
,greater,Boolean,Boolean,n,<Flag>,x,,compare8swap_reg_imm,,,,,cf,,empty,,,,,
,greater,Boolean,Boolean,n,<Flag>,x,,compare8swap_reg_reg,,,,,cf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2"
,greater,Boolean,Boolean,n,Boolean,x,,bool_greater8_reg_imm,,,,,a,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2"
,greater,Boolean,Boolean,n,Boolean,x,,bool_greater8_reg_reg,,,,,a,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2"
,greater,Char,Char,n,<Flag>,x,,compare8swap_reg_imm,,,,,cf,,empty,,,,,For branches - only sets flag
,greater,Char,Char,n,<Flag>,x,,compare8swap_reg_reg,,,,,cf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2"
,greater,Char,Char,n,Boolean,x,,compare8swap_reg_imm,,,,,cf,,empty,,,,,
,greater,Char,Char,n,Boolean,x,,compare8swap_reg_reg,,,,,cf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2"
,,,,,,,,,,,,,,,,,,,,
,lessequal,Byte,Byte,n,<Flag>,x,,compare8swap_reg_imm,,,,,ncf,,empty,,,,,For branches - only sets flag
,lessequal,Byte,Byte,n,<Flag>,x,,compare8swap_reg_reg,,,,,ncf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2"
,lessequal,Byte,Byte,n,Boolean,x,,compare8swap_reg_imm,,,,,ncf,,empty,,,,,
,lessequal,Byte,Byte,n,Boolean,x,,compare8swap_reg_reg,,,,,ncf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2"
,lessequal,Word,Word,n,<Flag>,x,,:compare_u16,,,de,hl,ncf,a;f,empty,,,,,
,lessequal,Word,Word,n,Boolean,x,,:compare_u16,,,de,hl,ncf,a;f,empty,,,,,
,lessequal,Integer,Integer,n,<Flag>,x,,:compare_s16,,,de,hl,ncf,a;f,empty,,,,,
,lessequal,Integer,Integer,n,Boolean,x,,:compare_s16,,,de,hl,ncf,a;f,empty,,,,,
,lessequal,Word,Integer,n,<Flag>,x,,:compare_s16_u16,,,de,hl,ncf,a;h;l;f,empty,,,,,
,lessequal,Word,Integer,n,Boolean,x,,:compare_s16_u16,,,de,hl,ncf,a;h;l;f,empty,,,,,
,lessequal,Integer,Word,n,<Flag>,x,,:compare_u16_s16,,,de,hl,ncf,a;h;l;f,empty,,,,,
,lessequal,Integer,Word,n,Boolean,x,,:compare_u16_s16,,,de,hl,ncf,a;h;l;f,empty,,,,,
,lessequal,Boolean,Boolean,n,<Flag>,x,,compare8swap_reg_imm,,,,,ncf,,empty,,,,,
,lessequal,Boolean,Boolean,n,<Flag>,x,,compare8swap_reg_reg,,,,,ncf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2"
,lessequal,Boolean,Boolean,n,Boolean,x,,bool_lessequal8_reg_imm,,,,,a,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2"
,lessequal,Boolean,Boolean,n,Boolean,x,,bool_lessequal8_reg_reg,,,,,a,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2"
,lessequal,Char,Char,n,<Flag>,x,,compare8swap_reg_imm,,,,,ncf,,empty,,,,,For branches - only sets flag
,lessequal,Char,Char,n,<Flag>,x,,compare8swap_reg_reg,,,,,ncf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2"
,lessequal,Char,Char,n,Boolean,x,,compare8swap_reg_imm,,,,,ncf,,empty,,,,,
,lessequal,Char,Char,n,Boolean,x,,compare8swap_reg_reg,,,,,ncf,,empty,,,,,"Operands reversed. A should be an option for param1, but allocator is greedy and would choose A for param1 and fail on param2"
,,,,,,,,,,,,,,,,,,,,
,istrue,Boolean,none,n,<Flag>,x,,cpla,,,,,nzf,,empty,,,,,"Tests if boolean varaiable is True, result in zero flag"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,(Empty columns for formatting),,,,,,,,,,,,
;,,----Primitive Selection----,,,,----Primitive Data----,,,,,,,,,,Optimised range checks for type conversions,,,,
